,Company,Experience,Link,Location,Skills,Title
68,Staffio HR,1-3 yrs,https://www.naukri.com/job-listings-Data-Analyst-Python-etl-sql-Staffio-HR-Hyderabad-1-to-3-years-210619901375?src=jobsearchDesk&sid=15614536099159&xp=19&px=2,Hyderabad,"SQL, Project Initiation, ETL Tool, Statistical Analysis, Excel, Talend...",Data Analyst - Python/etl/sql
69,Clearway Advisors,1-5 yrs,https://www.naukri.com/job-listings-Data-Analyst-python-R-Clearway-Advisors-Gurgaon-1-to-5-years-210619007442?src=jobsearchDesk&sid=15614536099159&xp=20&px=2,Gurgaon,"Data Analyst, Predictive Modelling, Machine learning, R & Python...",Data Analyst (python & R)
70,Huquo Consulting Pvt. Ltd,1-5 yrs,https://www.naukri.com/job-listings-Analyst-Data-Science-Consulting-Firm-Huquo-Consulting-Pvt-Ltd-Gurgaon-1-to-5-years-210619901570?src=jobsearchDesk&sid=15614536099159&xp=21&px=2,Gurgaon,"Data Science, Data Management, Data Analytics, Analytics...",Analyst - Data Science - Consulting Firm
71,Ocwen Financial Solutions Pvt. Ltd,2-5 yrs,https://www.naukri.com/job-listings-Data-Analyst-Ocwen-Financial-Solutions-Pvt-Ltd-Bengaluru-2-to-5-years-200619004147?src=jobsearchDesk&sid=15614536099159&xp=22&px=2,Bengaluru,"Spark, Data Analysis, Data Mining, Data Visualization, R, Data Analytics...",Data Analyst
72,Strategic Talent Partner,4-8 yrs,https://www.naukri.com/job-listings-Pricing-Analyst-Data-Analytics-Strategic-Talent-Partner-Gurgaon-4-to-8-years-180619900993?src=jobsearchDesk&sid=15614536099159&xp=23&px=2,Gurgaon,"Data Analytics, Analytics, SQL, Python, Data Visualization...",Pricing Analyst - Data Analytics
73,Tidyquant (OPC) Private Limited,2-5 yrs,https://www.naukri.com/job-listings-Data-Analyst-Data-Scientist-ML-Engineer-Deep-Learning-Tidyquant-OPC-Private-Limited-Noida-Sector-8-Noida-2-to-5-years-220619003389?src=jobsearchDesk&sid=15614536099159&xp=24&px=2,Noida(Sector-8 Noida),"Deep Learning, NLP, Data Science, R, Machine Learning, Python, SQL...",Data Analyst | Data Scientist | ML Engineer | Deep Learning
74,URJA MONEY PRIVATE LIMITED,2-7 yrs,https://www.naukri.com/job-listings-Data-Scientist-business-Analyst-URJA-MONEY-PRIVATE-LIMITED-Mumbai-2-to-7-years-190619003503?src=jobsearchDesk&sid=15614536099159&xp=25&px=2,Mumbai,""" ; business analysis"" ; , "" ; data cleaning"" ; ...",Data Scientist/business Analyst
75,Anther HR Solutions,5-9 yrs,https://www.naukri.com/job-listings-Manager-Data-Analyst-Anther-HR-Solutions-Mumbai-Vikhorli-5-to-9-years-180619901632?src=jobsearchDesk&sid=15614536099159&xp=26&px=2,"Mumbai, Vikhorli","Data Analyst, Python, Data Scientist, predictive analytics...",Manager- Data Analyst
76,Athos Consulting,2-6 yrs,https://www.naukri.com/job-listings-Business-Data-Analyst-Ecommerce-Athos-Consulting-Bengaluru-2-to-6-years-170619901481?src=jobsearchDesk&sid=15614536099159&xp=27&px=2,Bengaluru,"Analytics, Data Analytics, Data Mining, Predictive Analytics...",Business Data Analyst - Ecommerce
77,Elements HR Services Pvt. Ltd,2-6 yrs,https://www.naukri.com/job-listings-Data-Analyst-Telecom-Elements-HR-Services-Pvt-Ltd-Delhi-NCR-2-to-6-years-120619901565?src=jobsearchDesk&sid=15614536099159&xp=28&px=2,Delhi NCR,"Python, Fraud Analytics, Risk Analytics, SQL, Data Management...",Data Analyst - Telecom
78,The Hiring Story,0-3 yrs,https://www.naukri.com/job-listings-Data-Analyst-Sql-r-Python-The-Hiring-Story-Mumbai-0-to-3-years-290519900423?src=jobsearchDesk&sid=15614536099159&xp=29&px=2,Mumbai,"Python, SQL, R, Data Analytics, Data Analyst, Algorithm Development...",Data Analyst - Sql/r/ Python
79,Acuitas Consulting Services,2-6 yrs,https://www.naukri.com/job-listings-Data-Analyst-Opening-with-our-IT-MNC-Client-in-Chennai-Acuitas-Consulting-Services-Chennai-2-to-6-years-190619009056?src=jobsearchDesk&sid=15614536099159&xp=30&px=2,Chennai,"SQL, Data Analytics, Data Analysis, R, Python, Supply Chain...",Data Analyst Opening with our IT MNC Client in Chennai
80,AR Consultant,1-5 yrs,https://www.naukri.com/job-listings-Data-Analyst-with-good-Experience-in-R-and-Python-AR-Consultant-Delhi-NCR-Mumbai-Bengaluru-1-to-5-years-140619008989?src=jobsearchDesk&sid=15614536099159&xp=31&px=2,"Delhi NCR, Mumbai, Bengaluru","Data Analysis, Python, R, Tableau, data visualizations, Django",Data Analyst with good Experience in R and Python
81,Avathara,2-6 yrs,https://www.naukri.com/job-listings-Data-Analyst-R-Python-Avathara-Gurgaon-2-to-6-years-220519901389?src=jobsearchDesk&sid=15614536099159&xp=32&px=2,Gurgaon,"Data Analyst, Data Analytics, R, Python, SQL, Google Analytics...",Data Analyst - R/ Python
82,INCNUT DIGITAL PRIVATE LIMITED,3-5 yrs,https://www.naukri.com/job-listings-Data-Analyst-INCNUT-DIGITAL-PRIVATE-LIMITED-Hyderabad-3-to-5-years-140619001627?src=jobsearchDesk&sid=15614536099159&xp=33&px=2,Hyderabad,"R, Predictive Modeling, Logistic Regression, Time Series, Advanced Excel...",Data Analyst
83,Pylon Management Consulting Pvt Ltd,3-6 yrs,https://www.naukri.com/job-listings-Data-Analyst-Risk-Analytics-Advisory-Consulting-Firm-Pylon-Management-Consulting-Pvt-Ltd-Gurgaon-3-to-6-years-110619901433?src=jobsearchDesk&sid=15614536099159&xp=34&px=2,Gurgaon,"Risk Analytics, SAS, Statistics, Analytics, Data Analytics...",Data Analyst - Risk Analytics - Advisory & Consulting Firm
84,HeadPro Consulting LLP,2-7 yrs,https://www.naukri.com/job-listings-Data-Analyst-HeadPro-Consulting-LLP-Bengaluru-2-to-7-years-110619901191?src=jobsearchDesk&sid=15614536099159&xp=35&px=2,Bengaluru,"data mining, profiling, mapping, business intelligence...",Data Analyst
85,MERITUS INTELYTICS PRIVATE LIMITED,0-5 yrs,https://www.naukri.com/job-listings-Merilytics-Business-Analyst-Data-Analytics-iit-nit-bits-MERITUS-INTELYTICS-PRIVATE-LIMITED-Hyderabad-0-to-5-years-070519000532?src=jobsearchDesk&sid=15614536099159&xp=36&px=2,Hyderabad,"sql, data analysis, business analysis, excel, problem solving, python...",Merilytics - Business Analyst - Data Analytics -iit/nit/bits
86,3D India Staffing Research & Consulting Pvt Ltd,3-6 yrs,https://www.naukri.com/job-listings-Data-Analyst-Python-mysql-3D-India-Staffing-Research-Consulting-Pvt-Ltd-Bengaluru-3-to-6-years-300818900641?src=jobsearchDesk&sid=15614536099159&xp=37&px=2,Bengaluru,"Product Sales, Reporting Tools, Business Operations, Data Analysis, Python,...",Data Analyst - Python/mysql
87,Ainab Consultancy,2-6 yrs,https://www.naukri.com/job-listings-Senior-Data-Analyst-R-python-Ainab-Consultancy-Mumbai-2-to-6-years-260419901044?src=jobsearchDesk&sid=15614536099159&xp=38&px=2,Mumbai,"Data Analytics, Web Analytics, R, Python, Data Visualization...",Senior Data Analyst - R/python
88,Nastech Consulting,1-4 yrs,https://www.naukri.com/job-listings-Data-Analyst-Python-R-Talend-Nastech-Consulting-Hyderabad-1-to-4-years-250519900151?src=jobsearchDesk&sid=15614536099159&xp=39&px=2,Hyderabad,"Data Analyst, Python, R, Talend, Data Analytics, ETL, Informatica, SQL...",Data Analyst - Python/ R/ Talend
89,Pace Wisdom,3-5 yrs,https://www.naukri.com/job-listings-Data-Analyst-R-Python-Pace-Wisdom-Bengaluru-3-to-5-years-180519900029?src=jobsearchDesk&sid=15614536099159&xp=40&px=2,Bengaluru,"Python, R, Data Management, RDBMS, SQL, Machine Learning, Machine Learning,...",Data Analyst - R/ Python
90,Volantis Technologies,7-10 yrs,https://www.naukri.com/job-listings-Data-Testing-Data-Quality-Analyst-Data-Assurance-Volantis-Technologies-Chennai-7-to-10-years-110619901354?src=jobsearchDesk&sid=15614536099159&xp=41&px=2,Chennai,"Data base, MYSQL, Oracle, AWS, Quality Assurance, R, Python, Linux, Dockers...",Data Testing/ Data Quality Analyst/ Data Assurance
91,Demand Matrix,4-9 yrs,https://www.naukri.com/job-listings-Data-Analyst-Demand-Matrix-Pune-Kharadi-4-to-9-years-080519006158?src=jobsearchDesk&sid=15614536099159&xp=42&px=2,Pune(Kharadi),"sql, python, unix, cloud, data visualization, hive, bash, AWS",Data Analyst
92,Similarityx solutions private limited,0-2 yrs,https://www.naukri.com/job-listings-Data-Analyst-Similarityx-solutions-private-limited-Bengaluru-Chennai-Hyderabad-0-to-2-years-140619006206?src=jobsearchDesk&sid=15614536099159&xp=43&px=2,"Bengaluru, Chennai, Hyderabad","data management, data mining, data analysis, tableau, hadoop, qlikview, sql...",Data Analyst
93,Okda Solutions,2-3 yrs,https://www.naukri.com/job-listings-Analyst-Big-Data-Technologies-Okda-Solutions-Chennai-Hyderabad-2-to-3-years-190619901611?src=jobsearchDesk&sid=15614536099159&xp=44&px=2,"Chennai, Hyderabad","Big Data, PostgreSQL, Spark, Python, Scala, Java, Spark, Java, SCALA...",Analyst - Big Data Technologies
94,DataGroup Geospatial Technologies Pvt. Ltd.,1-3 yrs,https://www.naukri.com/job-listings-Data-Analyst-ETL-Python-R-DataGroup-Geospatial-Technologies-Pvt-Ltd-Hyderabad-1-to-3-years-220519901362?src=jobsearchDesk&sid=15614536099159&xp=45&px=2,Hyderabad,"Python, SQL, ETL, R, Talend, Solution Implementation, Project Management...",Data Analyst - ETL/ Python/ R
95,People Prime Worldwide,3-6 yrs,https://www.naukri.com/job-listings-Data-Analyst-BFSI-People-Prime-Worldwide-Chennai-3-to-6-years-300519902848?src=jobsearchDesk&sid=15614536099159&xp=46&px=2,Chennai,"Data Science, Machine Learning, Data Management, Analytics, Data Analytics,...",Data Analyst - BFSI
96,Huquo Consulting Pvt. Ltd,1-5 yrs,https://www.naukri.com/job-listings-Analyst-Data-Science-Huquo-Consulting-Pvt-Ltd-Gurgaon-1-to-5-years-040619901405?src=jobsearchDesk&sid=15614536099159&xp=47&px=2,Gurgaon,"Data Science, Data Management, Data Analytics, Analytics...",Analyst - Data Science
97,Deloitte Consulting India Private Limited,0-2 yrs,https://www.naukri.com/job-listings-Analyst-senior-Analyst-Data-Analytics-Global-Tax-Legal-Deloitte-Consulting-India-Private-Limited-Hyderabad-0-to-2-years-310519900235?src=jobsearchDesk&sid=15614536099159&xp=48&px=2,Hyderabad,"VLOOKUP, Excel, QlikView, Tableau, Data Visualization, R, Data Analysis...",Analyst/senior Analyst - Data Analytics - Global Tax & Legal
98,Ondot Systems India Pvt Ltd,7-10 yrs,https://www.naukri.com/job-listings-Data-Quality-Analyst-Ondot-Systems-India-Pvt-Ltd-Chennai-Sholinganallur-7-to-10-years-310319000957?src=jobsearchDesk&sid=15614536099159&xp=49&px=2,Chennai(Sholinganallur),"data analysis, data mining, data quality, Data Testing, R, Python Developer...",Data Quality Analyst
99,Mindteck (India) Ltd,3-6 yrs,https://www.naukri.com/job-listings-Data-Analyst-Mindteck-India-Ltd-Delhi-NCR-3-to-6-years-290519003239?src=jobsearchDesk&sid=15614536099159&xp=50&px=2,Delhi NCR,"data science, data analysis, data analytics, advanced analytics, R, Python",Data Analyst
100,Bristlecone India Limited,3-5 yrs,https://www.naukri.com/job-listings-Multiple-Openings-for-Data-Analyst-with-Tableau-Bristlecone-India-Limited-Bengaluru-3-to-5-years-270519002071?src=jobsearchDesk&sid=15614536104579&xp=1&px=3,Bengaluru,"HTML, CSS, MySQL, SQL Development, Python, Toad, Data Visualization...",Multiple Openings for Data Analyst with Tableau
101,Smart Cube India Private Limited,2-5 yrs,https://www.naukri.com/job-listings-Senior-Analyst-Data-Analytics-Smart-Cube-India-Private-Limited-Delhi-NCR-2-to-5-years-100419000333?src=jobsearchDesk&sid=15614536104579&xp=2&px=3,Delhi NCR,"r, data analytics, Python, Advanced Analytics, Marketing Analytics...",Senior Analyst - Data Analytics
102,Risk Resources,2-4 yrs,https://www.naukri.com/job-listings-Data-Analyst-ABS-Technical-Team-Risk-Resources-Hyderabad-2-to-4-years-160519900488?src=jobsearchDesk&sid=15614536104579&xp=3&px=3,Hyderabad,"Analytics, Data Analytics, Data Management, SQL, Python, Statistics...",Data Analyst - ABS Technical Team
103,The Hiring Story,0-2 yrs,https://www.naukri.com/job-listings-Data-Analyst-Role-Internet-ecommerce-IIM-IIT-Bits-FMS-The-Hiring-Story-Mumbai-0-to-2-years-010519901051?src=jobsearchDesk&sid=15614536104579&xp=4&px=3,Mumbai,"Analytics, Data Analytics, Data Management, Data Visualization, SQL, Python...",Data Analyst Role - Internet/ecommerce - IIM / IIT/ Bits/ FMS
104,Landmark ADV,5-7 yrs,https://www.naukri.com/job-listings-Quick-Hiring-of-Data-Analyst-python-Mis-for-Leading-Company-gurgaon-Landmark-ADV-Gurgaon-5-to-7-years-170619001168?src=jobsearchDesk&sid=15614536104579&xp=5&px=3,Gurgaon,"linear regression, mis reporting, data modeling, mis, mis analyst, python...",Quick Hiring of Data Analyst (python & Mis)for Leading Company-gurgaon
105,Intellicar Telematics Pvt Ltd,3-8 yrs,https://www.naukri.com/job-listings-Data-Analyst-qa-Intellicar-Telematics-Pvt-Ltd-Bengaluru-3-to-8-years-240519901795?src=jobsearchDesk&sid=15614536104579&xp=6&px=3,Bengaluru,"Data Analytics, Data Analysis, Python, Data Collection, Process Improvement...",Data Analyst/qa
106,Ainab Consultancy,2-4 yrs,https://www.naukri.com/job-listings-Data-Scientist-business-Analyst-Ainab-Consultancy-Gurgaon-2-to-4-years-240519901022?src=jobsearchDesk&sid=15614536104579&xp=7&px=3,Gurgaon,"Data Science, Data Scientist, Data Management, Analytics, Business Analysis...",Data Scientist/business Analyst
107,Inflexion Analytix Private Limited,0-3 yrs,https://www.naukri.com/job-listings-Junior-Data-Scientist-Data-Analyst-Walk-in-Interview-Chennai-Inflexion-Analytix-Private-Limited-Chennai-0-to-3-years-240519001817?src=jobsearchDesk&sid=15614536104579&xp=8&px=3,Chennai,"artificial intelligence, data analytics, data analysis, algorithms...",Junior Data Scientist | Data Analyst | Walk-in Interview - Chennai
108,Crowe Horwath IT Services LLP,7-12 yrs,https://www.naukri.com/job-listings-Manager-Data-Analyst-Financial-Data-Analytics-Noida-Crowe-Horwath-IT-Services-LLP-Noida-7-to-12-years-110519003807?src=jobsearchDesk&sid=15614536104579&xp=9&px=3,Noida,"linear regression, data analysis, logistic regression, data analytics...","Manager Data Analyst - Financial Data Analytics, Noida"
109,My HR Solutions,5-10 yrs,https://www.naukri.com/job-listings-Data-Science-Analyst-Embedded-System-My-HR-Solutions-Delhi-NCR-5-to-10-years-100519900455?src=jobsearchDesk&sid=15614536104579&xp=10&px=3,Delhi NCR,"Data Science, Data Management, Data Scientist, Machine Learning...",Data Science Analyst - Embedded System
110,AugmatrixGo,2-5 yrs,https://www.naukri.com/job-listings-Business-Data-Analyst-Database-Design-mining-AugmatrixGo-Bengaluru-2-to-5-years-090519900450?src=jobsearchDesk&sid=15614536104579&xp=11&px=3,Bengaluru,"Business Analyst, Data Mining, Database Design, SQL, Python, ETL, SPSS, SAS...",Business Data Analyst - Database Design/mining
111,Hunting cube,3-8 yrs,https://www.naukri.com/job-listings-Data-Analyst-Startup-Hunting-cube-Gurgaon-3-to-8-years-080519900629?src=jobsearchDesk&sid=15614536104579&xp=12&px=3,Gurgaon,"Data Analytics, Analytics, Python, SQL, Statistical Modeling, Statistics...",Data Analyst - Startup
112,Huquo Consulting Pvt. Ltd,3-7 yrs,https://www.naukri.com/job-listings-Analyst-R-sas-data-Structure-Huquo-Consulting-Pvt-Ltd-Delhi-NCR-Gurgaon-3-to-7-years-220519900247?src=jobsearchDesk&sid=15614536104579&xp=13&px=3,"Delhi NCR, Gurgaon","Tableau, SQL, R, Analytics, Data Structure, SAS, Python",Analyst - R/sas/data Structure
113,JobsTab Consultants,1-2 yrs,https://www.naukri.com/job-listings-Data-Analyst-JobsTab-Consultants-Mumbai-1-to-2-years-210519000439?src=jobsearchDesk&sid=15614536104579&xp=14&px=3,Mumbai,"Algorithms, Algorithm Development, Data Structures, Machine Learning...",Data Analyst
114,GSN Games India Pvt. Ltd,6-10 yrs,https://www.naukri.com/job-listings-Senior-Data-Analyst-GSN-Games-India-Pvt-Ltd-Bengaluru-6-to-10-years-200519003058?src=jobsearchDesk&sid=15614536104579&xp=15&px=3,Bengaluru,"data analysis, r, analytics, sql, columnar database, a / b test, alpha beta...",Senior Data Analyst
115,Goalreify Ventures Pvt Ltd,3-5 yrs,https://www.naukri.com/job-listings-Data-Analyst-Goalreify-Ventures-Pvt-Ltd-Bengaluru-3-to-5-years-100519901331?src=jobsearchDesk&sid=15614536104579&xp=16&px=3,Bengaluru,"machine learning, sql, python, r, hadoop, tableau, algorithms, analytics...",Data Analyst
116,Goalreify Ventures Pvt Ltd,2-4 yrs,https://www.naukri.com/job-listings-Data-Scientist-Analyst-Goalreify-Ventures-Pvt-Ltd-Mumbai-2-to-4-years-090519900696?src=jobsearchDesk&sid=15614536104579&xp=17&px=3,Mumbai,"product design, data visualization, native android, kotlin, java, mvp...",Data Scientist / Analyst
117,SA Technologies,3-8 yrs,https://www.naukri.com/job-listings-Data-Analyst-R-python-business-Intelligence-Fintech-Domain-SA-Technologies-Mumbai-3-to-8-years-160519900094?src=jobsearchDesk&sid=15614536104579&xp=18&px=3,Mumbai,"Data Analytics, Data Analyst, R, Python, Business Intelligence...",Data Analyst - R/python/business Intelligence - Fintech Domain
118,TalPro,2-7 yrs,https://www.naukri.com/job-listings-Data-Analyst-TalPro-Bengaluru-2-to-7-years-010619004403?src=jobsearchDesk&sid=15614536104579&xp=19&px=3,Bengaluru,"Algorithms, SQL, Python, Data Analytics, Time Series, NoSQL...",Data Analyst
119,Finix Info Solution Pvt Ltd.,3-7 yrs,https://www.naukri.com/job-listings-Urgent-Requirement-for-Data-Analyst-Finix-Info-Solution-Pvt-Ltd-Chennai-3-to-7-years-300519001852?src=jobsearchDesk&sid=15614536104579&xp=20&px=3,Chennai,"HTML, CSS, Javascript, Java, Python, Data Science, Machine Learning...",Urgent Requirement for Data Analyst
120,Integrated Wireless Solutions Pvt. Ltd.,5-10 yrs,https://www.naukri.com/job-listings-Opportunity-for-Data-Analyst-Profile-nigeria-Location-Integrated-Wireless-Solutions-Pvt-Ltd-Nigeria-5-to-10-years-010519003703?src=jobsearchDesk&sid=15614536104579&xp=21&px=3,Nigeria,"machine learning, r, python, segmentation, data analysis, data mining...",Job Opportunity for Data Analyst Profile_nigeria Location
121,Careerist management Consultants Pvt. Ltd.,4-9 yrs,https://www.naukri.com/job-listings-Data-Analyst-Careerist-management-Consultants-Pvt-Ltd-Delhi-NCR-Aerocity-4-to-9-years-250419007573?src=jobsearchDesk&sid=15614536104579&xp=22&px=3,Delhi NCR(Aerocity),"data mining, data analysis, report, management information system...",Data Analyst
122,Landmark ADV,4-8 yrs,https://www.naukri.com/job-listings-Urgent-Hiring-for-Data-Analyst-for-a-Leading-Company-Gurgaon-Landmark-ADV-Gurgaon-4-to-8-years-130619001759?src=jobsearchDesk&sid=15614536104579&xp=23&px=3,Gurgaon,"arima, data analysis, data analyst, database analyst, senior mis analyst...",Urgent Hiring for Data Analyst for a Leading Company- Gurgaon..
123,Gauge Data Solutions Pvt Ltd,0-3 yrs,https://www.naukri.com/job-listings-Junior-Data-Analyst-Gauge-Data-Solutions-Pvt-Ltd-Delhi-NCR-Sector-132-Noida-0-to-3-years-040619006528?src=jobsearchDesk&sid=15614536104579&xp=24&px=3,Delhi NCR(Sector-132 Noida),"Text Mining, NLP, Data Science, NoSQL, Core Java, Spark, Python...",Junior Data Analyst
124,CRISIL LIMITED,6-8 yrs,https://www.naukri.com/job-listings-Senior-Research-Analyst-Data-Business-GIX-Management-CRISIL-LIMITED-Mumbai-6-to-8-years-070619003464?src=jobsearchDesk&sid=15614536104579&xp=25&px=3,Mumbai,"life insurance, mba finance, company analysis, banking, industry research...",Senior Research Analyst - Data Business (GIX Management)
125,Careerist management Consultants Pvt. Ltd.,2-5 yrs,https://www.naukri.com/job-listings-Senior-Analyst-Data-Analytics-Noida-Careerist-management-Consultants-Pvt-Ltd-Noida-2-to-5-years-200519006494?src=jobsearchDesk&sid=15614536104579&xp=26&px=3,Noida,"data analytics, cluster analysis, correlation, Data Mining...","Senior Analyst - Data Analytics , Noida"
126,Ethiraj Associates Private Limited,3-7 yrs,https://www.naukri.com/job-listings-Immediate-Opening-for-Programmer-analyst-obiee-data-Scientist-Ethiraj-Associates-Private-Limited-Bengaluru-3-to-7-years-310519003814?src=jobsearchDesk&sid=15614536104579&xp=27&px=3,Bengaluru,"OBIEE, Predictive Analytics, Data Visualization, Machine Learning, Python /...","Immediate Opening for Programmer/analyst(obiee,data Scientist)"
127,Peel Works,4-7 yrs,https://www.naukri.com/job-listings-Senior-Analyst-Data-Analytics-Peel-Works-Mumbai-Bengaluru-4-to-7-years-200519900953?src=jobsearchDesk&sid=15614536104579&xp=28&px=3,"Mumbai, Bengaluru","Python, Data Analytics, Analytics, SQL, Supply Chain Analytics, NLP...",Senior Analyst - Data Analytics
128,SLA Consultants India,4-9 yrs,https://www.naukri.com/job-listings-Data-Analyst-Trainer-Excel-VBA-SQL-Access-full-Time-SLA-Consultants-India-Delhi-NCR-Gurgaon-Noida-4-to-9-years-090619000984?src=jobsearchDesk&sid=15614536104579&xp=29&px=3,"Delhi NCR, Gurgaon, Noida","data analyst trainer, data analyst faculty, business analyst, Trainer...",Data Analyst / Trainer Excel + VBA + SQL + Access -full Time
129,Careernet Technologies Pvt Ltd,2-7 yrs,https://www.naukri.com/job-listings-Data-Scientist-marketing-Analyst-Careernet-Technologies-Pvt-Ltd-Bengaluru-2-to-7-years-080519007374?src=jobsearchDesk&sid=15614536104579&xp=30&px=3,Bengaluru,"marketing analytics, business analysis, data analytics, sas sql...",Data Scientist/marketing Analyst
130,Techno-Comp Computer Services Private Limited,5-10 yrs,https://www.naukri.com/job-listings-Senior-Analyst-Big-Data-hadoop-Techno-Comp-Computer-Services-Private-Limited-Chennai-5-to-10-years-030519901081?src=jobsearchDesk&sid=15614536104579&xp=31&px=3,Chennai,"Hadoop, Big Data, Spark, Shell Scripting, Data Warehousing, DevOps, SQL...",Senior Analyst - Big Data/hadoop
